# Field minima and maxima
# Time         	field          	min            	location(min)  	processor      	max            	location(max)  	processor      
0.000533671    	T              	2.9337217e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0550349e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000533709    	T              	2.9337197e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0550433e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000533746    	T              	2.9337178e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0550518e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000533784    	T              	2.9337159e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0550602e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000533821    	T              	2.9337140e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0550686e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000533859    	T              	2.9337121e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0550770e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000533896    	T              	2.9337102e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0550855e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000533934    	T              	2.9337084e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0550939e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000533971    	T              	2.9337066e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551023e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534009    	T              	2.9337047e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551107e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534047    	T              	2.9337029e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551192e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534084    	T              	2.9337011e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551276e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534122    	T              	2.9336992e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551361e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534159    	T              	2.9336974e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551445e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534197    	T              	2.9336955e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551529e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534234    	T              	2.9336936e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551614e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534272    	T              	2.9336917e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551698e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534309    	T              	2.9336898e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551782e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534347    	T              	2.9336878e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551867e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534384    	T              	2.9336858e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551951e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534422    	T              	2.9336837e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552036e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534459    	T              	2.9336817e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552120e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534497    	T              	2.9336796e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552204e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534535    	T              	2.9336774e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552289e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534572    	T              	2.9336753e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552373e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.00053461     	T              	2.9336731e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552458e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534647    	T              	2.9336708e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552542e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534685    	T              	2.9336686e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552627e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534722    	T              	2.9336663e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552711e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.00053476     	T              	2.9336640e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552796e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534797    	T              	2.9336617e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552880e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534835    	T              	2.9336594e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552965e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534872    	T              	2.9336571e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553049e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.00053491     	T              	2.9336548e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553134e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534947    	T              	2.9336524e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553218e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000534985    	T              	2.9336501e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553303e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000535023    	T              	2.9336478e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553387e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.00053506     	T              	2.9336455e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553472e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000535098    	T              	2.9336432e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553556e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000535135    	T              	2.9336409e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553641e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000535173    	T              	2.9336387e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553725e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.00053521     	T              	2.9336364e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553810e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000535248    	T              	2.9336342e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553894e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000535285    	T              	2.9336320e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553979e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000535323    	T              	2.9336298e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0554040e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.00053536     	T              	2.9336277e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0554370e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000535398    	T              	2.9336256e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0554813e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000535435    	T              	2.9336235e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0555307e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000535473    	T              	2.9336214e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0558718e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535511    	T              	2.9336193e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0564002e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535548    	T              	2.9336173e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0569157e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535586    	T              	2.9336153e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0573836e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535623    	T              	2.9336133e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0577787e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535661    	T              	2.9336113e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0580864e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535698    	T              	2.9336094e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0583010e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535736    	T              	2.9336075e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0584235e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535773    	T              	2.9336056e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0584599e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535811    	T              	2.9336038e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0584191e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535848    	T              	2.9336019e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0583118e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535886    	T              	2.9336001e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0581501e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535923    	T              	2.9335983e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0579449e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535961    	T              	2.9335965e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0577064e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000535998    	T              	2.9335948e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0574435e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000536036    	T              	2.9335930e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0571640e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000536074    	T              	2.9335913e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0568748e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000536111    	T              	2.9335895e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0565817e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000536149    	T              	2.9335877e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0562894e+02	(5.3520569e-04 2.9822635e-02 7.2611027e-03)	10
0.000536186    	T              	2.9335860e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0560809e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536224    	T              	2.9335842e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0560696e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536261    	T              	2.9335824e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0560540e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536299    	T              	2.9335805e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0560339e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536336    	T              	2.9335786e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0560091e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536374    	T              	2.9335767e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0559794e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536411    	T              	2.9335748e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0559446e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536449    	T              	2.9335728e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0559048e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536486    	T              	2.9335708e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0558599e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536524    	T              	2.9335687e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0558100e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536562    	T              	2.9335666e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0557550e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536599    	T              	2.9335645e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0556950e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536637    	T              	2.9335623e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0556298e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536674    	T              	2.9335601e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0555596e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536712    	T              	2.9335578e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0554847e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536749    	T              	2.9335556e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0554051e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536787    	T              	2.9335532e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0553211e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536824    	T              	2.9335509e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0552328e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536862    	T              	2.9335485e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0551404e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536899    	T              	2.9335461e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0550440e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536937    	T              	2.9335437e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0549438e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000536974    	T              	2.9335413e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0548401e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000537012    	T              	2.9335389e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0547331e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.00053705     	T              	2.9335365e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0546229e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000537087    	T              	2.9335341e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0545098e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000537125    	T              	2.9335317e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0543942e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000537162    	T              	2.9335293e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0542765e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.0005372      	T              	2.9335269e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0541588e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000537237    	T              	2.9335245e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540424e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000537275    	T              	2.9335221e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539275e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.000537312    	T              	2.9335198e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538141e+02	(1.1214162e-03 3.0852685e-02 7.3210101e-03)	10
0.00053735     	T              	2.9335174e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0537433e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537387    	T              	2.9335151e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0537510e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537425    	T              	2.9335128e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0537586e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537462    	T              	2.9335106e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0537663e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.0005375      	T              	2.9335083e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0537740e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537538    	T              	2.9335061e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0537817e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537575    	T              	2.9335039e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0537894e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537613    	T              	2.9335018e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0537971e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.00053765     	T              	2.9334996e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538048e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537688    	T              	2.9334975e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538125e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537725    	T              	2.9334955e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538202e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537763    	T              	2.9334934e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538279e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.0005378      	T              	2.9334915e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538356e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537838    	T              	2.9334895e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538434e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537875    	T              	2.9334875e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538511e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537913    	T              	2.9334856e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538588e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.00053795     	T              	2.9334838e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538666e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000537988    	T              	2.9334819e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538743e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538026    	T              	2.9334801e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538820e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538063    	T              	2.9334783e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538898e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538101    	T              	2.9334766e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0538975e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538138    	T              	2.9334748e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539053e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538176    	T              	2.9334731e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539130e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538213    	T              	2.9334713e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539208e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538251    	T              	2.9334696e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539286e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538288    	T              	2.9334679e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539363e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538326    	T              	2.9334661e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539441e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538363    	T              	2.9334644e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539519e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538401    	T              	2.9334626e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539596e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538438    	T              	2.9334608e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539674e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538476    	T              	2.9334590e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539752e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538514    	T              	2.9334572e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539830e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538551    	T              	2.9334553e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539908e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538589    	T              	2.9334534e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0539986e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538626    	T              	2.9334515e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540064e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538664    	T              	2.9334495e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540142e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538701    	T              	2.9334475e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540220e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538739    	T              	2.9334454e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540298e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538776    	T              	2.9334434e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540376e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538814    	T              	2.9334412e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540454e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538851    	T              	2.9334391e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540532e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538889    	T              	2.9334369e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540610e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538926    	T              	2.9334347e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540689e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000538964    	T              	2.9334324e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540767e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000539002    	T              	2.9334302e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540845e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000539039    	T              	2.9334279e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0540923e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000539077    	T              	2.9334256e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0541002e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000539114    	T              	2.9334233e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0541080e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000539152    	T              	2.9334209e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0541159e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000539189    	T              	2.9334186e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0541237e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000539227    	T              	2.9334163e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0541316e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000539264    	T              	2.9334139e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0541394e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000539302    	T              	2.9334116e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0541473e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000539339    	T              	2.9334093e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0541551e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000539377    	T              	2.9334070e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0541630e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
0.000539414    	T              	2.9334047e+02	(1.6854903e-03 1.1712866e-02 4.3514578e-04)	15	3.0541708e+02	(7.3209616e-03 3.0852594e-02 -1.1213002e-03)	9
