# Residuals    
# Time         	p              	Ux             	Uy             	Uz             	e              	k              	T              
0              	N/A	N/A	N/A	N/A	N/A
0.000873593    	N/A	1.7815778e-05	3.4321272e-05	1.7836395e-05	1.1674709e-06	5.5824887e-05	N/A
0.00087363     	N/A	1.7811718e-05	3.4335622e-05	1.7833278e-05	1.1651727e-06	5.5695128e-05	N/A
0.000873667    	N/A	1.7807868e-05	3.4351292e-05	1.7830384e-05	1.1661877e-06	5.5866438e-05	N/A
0.000873704    	N/A	1.7804449e-05	3.4368496e-05	1.7826713e-05	1.1667258e-06	5.5726867e-05	N/A
0.00087374     	N/A	1.7799277e-05	3.4373684e-05	1.7821642e-05	1.1639814e-06	5.5814806e-05	N/A
0.000873777    	N/A	1.7794467e-05	3.4384543e-05	1.7817427e-05	1.1627142e-06	5.5715346e-05	N/A
0.000873814    	N/A	1.7790000e-05	3.4397064e-05	1.7810307e-05	1.1628804e-06	5.5598030e-05	N/A
0.00087385     	N/A	1.7785474e-05	3.4409156e-05	1.7805234e-05	1.1606487e-06	5.5588977e-05	N/A
0.000873887    	N/A	1.7780839e-05	3.4422119e-05	1.7798590e-05	1.1601225e-06	5.5471195e-05	N/A
0.000873924    	N/A	1.7776733e-05	3.4431514e-05	1.7792488e-05	1.1598044e-06	5.5597431e-05	N/A
0.000873961    	N/A	1.7772587e-05	3.4444339e-05	1.7787618e-05	1.1593046e-06	5.5451514e-05	N/A
0.000873997    	N/A	1.7770988e-05	3.4461102e-05	1.7785649e-05	1.1597670e-06	5.5611128e-05	N/A
0.000874034    	N/A	1.7768478e-05	3.4477079e-05	1.7784528e-05	1.1609762e-06	5.5811737e-05	N/A
0.000874071    	N/A	1.7764248e-05	3.4492069e-05	1.7781216e-05	1.1607351e-06	5.5684944e-05	N/A
0.000874107    	N/A	1.7757193e-05	3.4507029e-05	1.7777054e-05	1.1582328e-06	5.5449349e-05	N/A
0.000874144    	N/A	1.7753977e-05	3.4521235e-05	1.7772515e-05	1.1587750e-06	5.5657578e-05	N/A
0.000874181    	N/A	1.7749169e-05	3.4536820e-05	1.7768231e-05	1.1580947e-06	5.5588230e-05	N/A
0.000874217    	N/A	1.7743687e-05	3.4551495e-05	1.7764907e-05	1.1574262e-06	5.5687398e-05	N/A
0.000874254    	N/A	1.7737674e-05	3.4563678e-05	1.7755843e-05	1.1567801e-06	5.5504432e-05	N/A
0.000874291    	N/A	1.7734299e-05	3.4578733e-05	1.7751960e-05	1.1567055e-06	5.5501027e-05	N/A
0.000874328    	N/A	1.7733523e-05	3.4598070e-05	1.7750447e-05	1.1574460e-06	5.6120396e-05	N/A
0.000874364    	N/A	1.7730030e-05	3.4615752e-05	1.7747414e-05	1.1562572e-06	5.5673634e-05	N/A
0.000874401    	N/A	1.7726738e-05	3.4632798e-05	1.7746705e-05	1.1582030e-06	5.5952343e-05	N/A
0.000874438    	N/A	1.7722191e-05	3.4650997e-05	1.7743174e-05	1.1579312e-06	5.5868327e-05	N/A
0.000874474    	N/A	1.7717335e-05	3.4666552e-05	1.7738895e-05	1.1560811e-06	5.5889954e-05	N/A
0.000874511    	N/A	1.7713460e-05	3.4685033e-05	1.7734067e-05	1.1560120e-06	5.5774498e-05	N/A
0.000874548    	N/A	1.7710723e-05	3.4704637e-05	1.7730093e-05	1.1546840e-06	5.5791606e-05	N/A
0.000874584    	N/A	1.7707749e-05	3.4723332e-05	1.7723389e-05	1.1526652e-06	5.5677940e-05	N/A
0.000874621    	N/A	1.7706605e-05	3.4744404e-05	1.7724266e-05	1.1540569e-06	5.5705741e-05	N/A
0.000874658    	N/A	1.7704209e-05	3.4763466e-05	1.7719722e-05	1.1542868e-06	5.5879425e-05	N/A
0.000874695    	N/A	1.7701364e-05	3.4783163e-05	1.7718400e-05	1.1544147e-06	5.5729312e-05	N/A
0.000874731    	N/A	1.7699624e-05	3.4797999e-05	1.7714237e-05	1.1523982e-06	5.5750752e-05	N/A
0.000874768    	N/A	1.7694404e-05	3.4819015e-05	1.7710829e-05	1.1539372e-06	5.5671158e-05	N/A
0.000874805    	N/A	1.7687780e-05	3.4835838e-05	1.7705086e-05	1.1512288e-06	5.5463766e-05	N/A
0.000874841    	N/A	1.7682628e-05	3.4853804e-05	1.7699460e-05	1.1511558e-06	5.5512652e-05	N/A
0.000874878    	N/A	1.7682695e-05	3.4876008e-05	1.7698435e-05	1.1504373e-06	5.5618619e-05	N/A
0.000874915    	N/A	1.7679800e-05	3.4895790e-05	1.7694556e-05	1.1498959e-06	5.5526411e-05	N/A
0.000874952    	N/A	1.7677994e-05	3.4918232e-05	1.7691884e-05	1.1498546e-06	5.5832806e-05	N/A
0.000874988    	N/A	1.7674554e-05	3.4940029e-05	1.7689736e-05	1.1489463e-06	5.5614134e-05	N/A
0.000875025    	N/A	1.7670856e-05	3.4960192e-05	1.7684609e-05	1.1488034e-06	5.5544138e-05	N/A
0.000875062    	N/A	1.7664562e-05	3.4978426e-05	1.7680920e-05	1.1477877e-06	5.5624848e-05	N/A
0.000875098    	N/A	1.7660263e-05	3.4999315e-05	1.7676434e-05	1.1478027e-06	5.5665458e-05	N/A
0.000875135    	N/A	1.7658551e-05	3.5018197e-05	1.7674628e-05	1.1473668e-06	5.5672096e-05	N/A
0.000875172    	N/A	1.7655448e-05	3.5039820e-05	1.7670896e-05	1.1467522e-06	5.5832779e-05	N/A
0.000875208    	N/A	1.7652656e-05	3.5060091e-05	1.7666387e-05	1.1455909e-06	5.5662893e-05	N/A
0.000875245    	N/A	1.7647702e-05	3.5079094e-05	1.7661615e-05	1.1448861e-06	5.5526703e-05	N/A
0.000875282    	N/A	1.7645085e-05	3.5102534e-05	1.7659335e-05	1.1436020e-06	5.5517384e-05	N/A
0.000875319    	N/A	1.7639226e-05	3.5121308e-05	1.7653803e-05	1.1427682e-06	5.5528411e-05	N/A
0.000875355    	N/A	1.7636810e-05	3.5143037e-05	1.7649579e-05	1.1440983e-06	5.5664559e-05	N/A
0.000875392    	N/A	1.7633874e-05	3.5169589e-05	1.7649742e-05	1.1427351e-06	5.5716596e-05	N/A
0.000875429    	N/A	1.7633486e-05	3.5199220e-05	1.7650000e-05	1.1441948e-06	5.5887601e-05	N/A
0.000875465    	N/A	1.7627006e-05	3.5213470e-05	1.7645406e-05	1.1414563e-06	5.5700702e-05	N/A
0.000875502    	N/A	1.7625139e-05	3.5238538e-05	1.7645233e-05	1.1422031e-06	5.5729010e-05	N/A
0.000875539    	N/A	1.7621555e-05	3.5264158e-05	1.7642706e-05	1.1404511e-06	5.5590386e-05	N/A
0.000875575    	N/A	1.7617922e-05	3.5287693e-05	1.7640990e-05	1.1403997e-06	5.5592919e-05	N/A
0.000875612    	N/A	1.7615524e-05	3.5309478e-05	1.7639814e-05	1.1415725e-06	5.7350697e-05	N/A
0.000875649    	N/A	1.7612237e-05	3.5331685e-05	1.7636762e-05	1.1412574e-06	5.6512634e-05	N/A
0.000875686    	N/A	1.7607499e-05	3.5352123e-05	1.7632186e-05	1.1404315e-06	5.6145854e-05	N/A
0.000875722    	N/A	1.7605542e-05	3.5377955e-05	1.7629529e-05	1.1416437e-06	5.6075667e-05	N/A
0.000875759    	N/A	1.7600209e-05	3.5402242e-05	1.7627554e-05	1.1404487e-06	5.5767065e-05	N/A
0.000875796    	N/A	1.7599927e-05	3.5430135e-05	1.7627218e-05	1.1406477e-06	5.6086936e-05	N/A
0.000875832    	N/A	1.7596356e-05	3.5453888e-05	1.7620811e-05	1.1393615e-06	5.5616072e-05	N/A
0.000875869    	N/A	1.7592296e-05	3.5477854e-05	1.7619535e-05	1.1394751e-06	5.5697461e-05	N/A
0.000875906    	N/A	1.7590240e-05	3.5502148e-05	1.7615690e-05	1.1405989e-06	5.5918704e-05	N/A
0.000875942    	N/A	1.7583956e-05	3.5524337e-05	1.7611349e-05	1.1399836e-06	5.5703107e-05	N/A
0.000875979    	N/A	1.7577144e-05	3.5547524e-05	1.7608064e-05	1.1394185e-06	5.5730904e-05	N/A
0.000876016    	N/A	1.7575818e-05	3.5573539e-05	1.7607924e-05	1.1389455e-06	5.5898878e-05	N/A
0.000876053    	N/A	1.7573478e-05	3.5599820e-05	1.7605126e-05	1.1392265e-06	5.5633502e-05	N/A
0.000876089    	N/A	1.7572079e-05	3.5625206e-05	1.7604036e-05	1.1380786e-06	5.5874925e-05	N/A
0.000876126    	N/A	1.7564600e-05	3.5647316e-05	1.7598634e-05	1.1376857e-06	5.5600633e-05	N/A
0.000876163    	N/A	1.7559655e-05	3.5669817e-05	1.7595902e-05	1.1380613e-06	5.5708470e-05	N/A
0.000876199    	N/A	1.7554667e-05	3.5694841e-05	1.7593870e-05	1.1380669e-06	5.5763889e-05	N/A
0.000876236    	N/A	1.7551587e-05	3.5719352e-05	1.7590373e-05	1.1382728e-06	5.5802234e-05	N/A
0.000876273    	N/A	1.7548522e-05	3.5746552e-05	1.7588112e-05	1.1373956e-06	5.5851630e-05	N/A
0.00087631     	N/A	1.7546600e-05	3.5775035e-05	1.7586261e-05	1.1369606e-06	5.5638809e-05	N/A
0.000876346    	N/A	1.7543417e-05	3.5799229e-05	1.7582717e-05	1.1375916e-06	5.5813781e-05	N/A
0.000876383    	N/A	1.7537685e-05	3.5823671e-05	1.7581170e-05	1.1386721e-06	5.6647163e-05	N/A
0.00087642     	N/A	1.7534055e-05	3.5847121e-05	1.7577504e-05	1.1375468e-06	5.6277681e-05	N/A
0.000876456    	N/A	1.7530402e-05	3.5870295e-05	1.7574431e-05	1.1367415e-06	5.6003811e-05	N/A
0.000876493    	N/A	1.7528430e-05	3.5894501e-05	1.7573467e-05	1.1371831e-06	5.6120611e-05	N/A
0.00087653     	N/A	1.7526633e-05	3.5921430e-05	1.7574863e-05	1.1397450e-06	5.6301563e-05	N/A
0.000876566    	N/A	1.7526982e-05	3.5947177e-05	1.7573196e-05	1.1395663e-06	5.6299665e-05	N/A
0.000876603    	N/A	1.7522620e-05	3.5970106e-05	1.7568961e-05	1.1373467e-06	5.5891000e-05	N/A
0.00087664     	N/A	1.7520346e-05	3.5996661e-05	1.7567249e-05	1.1382335e-06	5.6087814e-05	N/A
0.000876677    	N/A	1.7517152e-05	3.6022632e-05	1.7566192e-05	1.1373802e-06	5.5954130e-05	N/A
0.000876713    	N/A	1.7510988e-05	3.6047703e-05	1.7559320e-05	1.1361280e-06	5.5785976e-05	N/A
0.00087675     	N/A	1.7508361e-05	3.6074467e-05	1.7558191e-05	1.1375559e-06	5.7504038e-05	N/A
0.000876787    	N/A	1.7506074e-05	3.6099789e-05	1.7555049e-05	1.1357471e-06	5.6769841e-05	N/A
0.000876823    	N/A	1.7503694e-05	3.6127177e-05	1.7554378e-05	1.1371216e-06	5.6437739e-05	N/A
0.00087686     	N/A	1.7499236e-05	3.6155026e-05	1.7551380e-05	1.1366799e-06	5.6087336e-05	N/A
0.000876897    	N/A	1.7496878e-05	3.6172349e-05	1.7549595e-05	1.1390265e-06	5.6160195e-05	N/A
0.000876933    	N/A	1.7494868e-05	3.6199235e-05	1.7547139e-05	1.1391214e-06	5.6202530e-05	N/A
0.00087697     	N/A	1.7489785e-05	3.6224695e-05	1.7545614e-05	1.1387777e-06	5.5998241e-05	N/A
0.000877007    	N/A	1.7486798e-05	3.6251846e-05	1.7541984e-05	1.1384339e-06	5.6065806e-05	N/A
0.000877044    	N/A	1.7482862e-05	3.6275413e-05	1.7536860e-05	1.1378890e-06	5.6133142e-05	N/A
0.00087708     	N/A	1.7478617e-05	3.6298934e-05	1.7533267e-05	1.1363728e-06	5.5861914e-05	N/A
0.000877117    	N/A	1.7475817e-05	3.6326023e-05	1.7532878e-05	1.1375646e-06	5.5812573e-05	N/A
0.000877154    	N/A	1.7472885e-05	3.6354302e-05	1.7530535e-05	1.1384954e-06	5.5887204e-05	N/A
0.00087719     	N/A	1.7469744e-05	3.6382089e-05	1.7530316e-05	1.1393220e-06	5.6039685e-05	N/A
0.000877227    	N/A	1.7463176e-05	3.6405493e-05	1.7526496e-05	1.1394308e-06	5.5935670e-05	N/A
0.000877264    	N/A	1.7459558e-05	3.6428822e-05	1.7524350e-05	1.1384530e-06	5.5953509e-05	N/A
0.000877301    	N/A	1.7457734e-05	3.6454974e-05	1.7518999e-05	1.1378040e-06	5.5866147e-05	N/A
0.000877337    	N/A	1.7458515e-05	3.6485805e-05	1.7518179e-05	1.1407661e-06	5.6238685e-05	N/A
0.000877374    	N/A	1.7453958e-05	3.6512417e-05	1.7514593e-05	1.1392407e-06	5.5991856e-05	N/A
0.000877411    	N/A	1.7447564e-05	3.6538190e-05	1.7510662e-05	1.1393829e-06	5.5881656e-05	N/A
0.000877447    	N/A	1.7443929e-05	3.6560121e-05	1.7507643e-05	1.1394803e-06	5.6094143e-05	N/A
0.000877484    	N/A	1.7437575e-05	3.6572090e-05	1.7500779e-05	1.1376056e-06	5.5868813e-05	N/A
0.000877521    	N/A	1.7435194e-05	3.6596832e-05	1.7501120e-05	1.1392511e-06	5.6117603e-05	N/A
0.000877557    	N/A	1.7432844e-05	3.6623136e-05	1.7500897e-05	1.1408814e-06	5.6215105e-05	N/A
0.000877594    	N/A	1.7429287e-05	3.6652249e-05	1.7499078e-05	1.1412827e-06	5.6123315e-05	N/A
0.000877631    	N/A	1.7425381e-05	3.6681953e-05	1.7496328e-05	1.1404294e-06	5.6019725e-05	N/A
0.000877668    	N/A	1.7419576e-05	3.6700351e-05	1.7495351e-05	1.1389376e-06	5.5790888e-05	N/A
0.000877704    	N/A	1.7416860e-05	3.6725560e-05	1.7493078e-05	1.1399013e-06	5.5833576e-05	N/A
0.000877741    	N/A	1.7414034e-05	3.6749595e-05	1.7491145e-05	1.1419669e-06	5.6170753e-05	N/A
0.000877778    	N/A	1.7413392e-05	3.6775136e-05	1.7489306e-05	1.1423427e-06	5.6043909e-05	N/A
0.000877814    	N/A	1.7410625e-05	3.6801120e-05	1.7486252e-05	1.1431269e-06	5.6437361e-05	N/A
0.000877851    	N/A	1.7406755e-05	3.6827303e-05	1.7483702e-05	1.1429239e-06	5.6271324e-05	N/A
0.000877888    	N/A	1.7399872e-05	3.6853050e-05	1.7479956e-05	1.1422914e-06	5.6062221e-05	N/A
0.000877924    	N/A	1.7393653e-05	3.6876457e-05	1.7477198e-05	1.1430929e-06	5.5979368e-05	N/A
0.000877961    	N/A	1.7390662e-05	3.6902308e-05	1.7476711e-05	1.1429322e-06	5.5948894e-05	N/A
0.000877998    	N/A	1.7390446e-05	3.6926899e-05	1.7473794e-05	1.1436124e-06	5.7743420e-05	N/A
0.000878035    	N/A	1.7386993e-05	3.6949875e-05	1.7469235e-05	1.1434560e-06	5.6863143e-05	N/A
0.000878071    	N/A	1.7385171e-05	3.6976630e-05	1.7468337e-05	1.1450542e-06	5.6528180e-05	N/A
0.000878108    	N/A	1.7379543e-05	3.7002354e-05	1.7464053e-05	1.1438204e-06	5.6093050e-05	N/A
0.000878145    	N/A	1.7372764e-05	3.7023152e-05	1.7458889e-05	1.1431052e-06	5.5774026e-05	N/A
0.000878181    	N/A	1.7367024e-05	3.7042896e-05	1.7455248e-05	1.1436213e-06	5.5950980e-05	N/A
0.000878218    	N/A	1.7362882e-05	3.7064797e-05	1.7454566e-05	1.1445801e-06	5.6401756e-05	N/A
0.000878255    	N/A	1.7360454e-05	3.7088720e-05	1.7452599e-05	1.1446687e-06	5.6281467e-05	N/A
0.000878292    	N/A	1.7356520e-05	3.7112808e-05	1.7449931e-05	1.1446728e-06	5.6068571e-05	N/A
0.000878328    	N/A	1.7354256e-05	3.7136763e-05	1.7445166e-05	1.1474750e-06	5.6303898e-05	N/A
0.000878365    	N/A	1.7349376e-05	3.7151357e-05	1.7439447e-05	1.1464817e-06	5.6080532e-05	N/A
0.000878402    	N/A	1.7345747e-05	3.7172110e-05	1.7436240e-05	1.1460012e-06	5.6147385e-05	N/A
0.000878438    	N/A	1.7339390e-05	3.7192622e-05	1.7432251e-05	1.1453493e-06	5.5977391e-05	N/A
0.000878475    	N/A	1.7337297e-05	3.7215725e-05	1.7431812e-05	1.1466552e-06	5.6188750e-05	N/A
0.000878512    	N/A	1.7333629e-05	3.7235918e-05	1.7426330e-05	1.1467434e-06	5.6623659e-05	N/A
0.000878548    	N/A	1.7334005e-05	3.7257135e-05	1.7423554e-05	1.1486703e-06	5.6519412e-05	N/A
0.000878585    	N/A	1.7331866e-05	3.7280824e-05	1.7421998e-05	1.1480374e-06	5.6250768e-05	N/A
0.000878622    	N/A	1.7326522e-05	3.7301744e-05	1.7417644e-05	1.1488876e-06	5.7844631e-05	N/A
0.000878659    	N/A	1.7325270e-05	3.7324847e-05	1.7414683e-05	1.1487989e-06	5.7044104e-05	N/A
0.000878695    	N/A	1.7322913e-05	3.7347973e-05	1.7411263e-05	1.1486870e-06	5.6568810e-05	N/A
0.000878732    	N/A	1.7317409e-05	3.7364662e-05	1.7404246e-05	1.1480069e-06	5.6388252e-05	N/A
0.000878769    	N/A	1.7313551e-05	3.7380041e-05	1.7397989e-05	1.1495664e-06	5.6078251e-05	N/A
0.000878805    	N/A	1.7310735e-05	3.7399741e-05	1.7396624e-05	1.1500705e-06	5.6241204e-05	N/A
0.000878842    	N/A	1.7311019e-05	3.7417332e-05	1.7392898e-05	1.1530856e-06	5.8099539e-05	N/A
0.000878879    	N/A	1.7307498e-05	3.7433828e-05	1.7390762e-05	1.1531818e-06	5.9117197e-05	N/A
0.000878915    	N/A	1.7305407e-05	3.7449126e-05	1.7386567e-05	1.1529470e-06	5.7829285e-05	N/A
0.000878952    	N/A	1.7303200e-05	3.7468764e-05	1.7382540e-05	1.1543363e-06	5.6787503e-05	N/A
0.000878989    	N/A	1.7299208e-05	3.7486050e-05	1.7377370e-05	1.1539313e-06	5.6566149e-05	N/A
0.000879026    	N/A	1.7299084e-05	3.7506465e-05	1.7374369e-05	1.1574144e-06	5.6490628e-05	N/A
0.000879062    	N/A	1.7295230e-05	3.7521040e-05	1.7369450e-05	1.1586062e-06	5.6697689e-05	N/A
0.000879099    	N/A	1.7293101e-05	3.7539026e-05	1.7369250e-05	1.1592541e-06	5.6663895e-05	N/A
0.000879136    	N/A	1.7293831e-05	3.7554988e-05	1.7368710e-05	1.1623583e-06	5.7081122e-05	N/A
0.000879172    	N/A	1.7289825e-05	3.7573106e-05	1.7366154e-05	1.1615228e-06	5.6922755e-05	N/A
0.000879209    	N/A	1.7288152e-05	3.7592986e-05	1.7363702e-05	1.1640414e-06	5.7237925e-05	N/A
0.000879246    	N/A	1.7282322e-05	3.7605628e-05	1.7366337e-05	1.1681122e-06	5.7669934e-05	N/A
0.000879283    	N/A	1.7276806e-05	3.7620696e-05	1.7360996e-05	1.1660429e-06	5.7403989e-05	N/A
0.000879319    	N/A	1.7273808e-05	3.7632764e-05	1.7357686e-05	1.1652886e-06	5.7555542e-05	N/A
0.000879356    	N/A	1.7271040e-05	3.7648336e-05	1.7354433e-05	1.1642355e-06	5.7220786e-05	N/A
0.000879393    	N/A	1.7269835e-05	3.7659618e-05	1.7352512e-05	1.1637841e-06	5.7175064e-05	N/A
0.000879429    	N/A	1.7267938e-05	3.7676246e-05	1.7349339e-05	1.1636560e-06	5.6741549e-05	N/A
0.000879466    	N/A	1.7265265e-05	3.7691801e-05	1.7346030e-05	1.1625972e-06	5.6959795e-05	N/A
0.000879503    	N/A	1.7259467e-05	3.7705770e-05	1.7339331e-05	1.1617610e-06	5.6637362e-05	N/A
0.000879539    	N/A	1.7256505e-05	3.7723765e-05	1.7337240e-05	1.1622280e-06	5.6648971e-05	N/A
0.000879576    	N/A	1.7254140e-05	3.7740856e-05	1.7336458e-05	1.1652052e-06	5.8372353e-05	N/A
0.000879613    	N/A	1.7254599e-05	3.7756996e-05	1.7339699e-05	1.1696457e-06	5.8634644e-05	N/A
0.00087965     	N/A	1.7251673e-05	3.7770041e-05	1.7337201e-05	1.1684046e-06	5.7872437e-05	N/A
0.000879686    	N/A	1.7242706e-05	3.7769390e-05	1.7328282e-05	1.1645297e-06	5.7047875e-05	N/A
0.000879723    	N/A	1.7237184e-05	3.7778986e-05	1.7324157e-05	1.1632715e-06	5.6880430e-05	N/A
0.00087976     	N/A	1.7230514e-05	3.7793566e-05	1.7320108e-05	1.1643869e-06	5.6906856e-05	N/A
0.000879796    	N/A	1.7229127e-05	3.7803538e-05	1.7319815e-05	1.1646987e-06	5.6834757e-05	N/A
0.000879833    	N/A	1.7225925e-05	3.7813120e-05	1.7316824e-05	1.1641234e-06	5.6829157e-05	N/A
0.00087987     	N/A	1.7222863e-05	3.7816636e-05	1.7314818e-05	1.1636651e-06	5.6568602e-05	N/A
0.000879906    	N/A	1.7221367e-05	3.7827952e-05	1.7314688e-05	1.1651793e-06	5.6953578e-05	N/A
0.000879943    	N/A	1.7218408e-05	3.7838559e-05	1.7309716e-05	1.1639051e-06	5.6933017e-05	N/A
0.00087998     	N/A	1.7214121e-05	3.7853918e-05	1.7307162e-05	1.1655704e-06	5.6631403e-05	N/A
0.000880017    	N/A	1.7209915e-05	3.7862746e-05	1.7300779e-05	1.1645857e-06	5.6489637e-05	N/A
0.000880053    	N/A	1.7208270e-05	3.7864063e-05	1.7297038e-05	1.1651470e-06	5.6931240e-05	N/A
0.00088009     	N/A	1.7205887e-05	3.7868716e-05	1.7292910e-05	1.1632378e-06	5.6658106e-05	N/A
0.000880127    	N/A	1.7202965e-05	3.7876556e-05	1.7289252e-05	1.1630060e-06	5.6342416e-05	N/A
0.000880163    	N/A	1.7203082e-05	3.7882706e-05	1.7286831e-05	1.1626624e-06	5.6292632e-05	N/A
0.0008802      	N/A	1.7201089e-05	3.7891884e-05	1.7285963e-05	1.1630574e-06	5.6315880e-05	N/A
0.000880237    	N/A	1.7198791e-05	3.7899414e-05	1.7283612e-05	1.1630967e-06	5.6772884e-05	N/A
0.000880273    	N/A	1.7193411e-05	3.7907931e-05	1.7280961e-05	1.1633089e-06	5.7018660e-05	N/A
0.00088031     	N/A	1.7192208e-05	3.7916928e-05	1.7273669e-05	1.1616002e-06	5.6446099e-05	N/A
0.000880347    	N/A	1.7190569e-05	3.7927036e-05	1.7272812e-05	1.1623168e-06	5.6360595e-05	N/A
0.000880384    	N/A	1.7188404e-05	3.7936042e-05	1.7271726e-05	1.1628904e-06	5.6203809e-05	N/A
0.00088042     	N/A	1.7184801e-05	3.7942099e-05	1.7267604e-05	1.1616901e-06	5.5949645e-05	N/A
0.000880457    	N/A	1.7183508e-05	3.7943099e-05	1.7265145e-05	1.1603117e-06	5.5910265e-05	N/A
0.000880494    	N/A	1.7182543e-05	3.7946349e-05	1.7264585e-05	1.1609333e-06	5.5972727e-05	N/A
0.00088053     	N/A	1.7181712e-05	3.7953252e-05	1.7265386e-05	1.1613314e-06	5.6262695e-05	N/A
0.000880567    	N/A	1.7178951e-05	3.7957312e-05	1.7262269e-05	1.1612062e-06	5.6277839e-05	N/A
0.000880604    	N/A	1.7176977e-05	3.7963377e-05	1.7261435e-05	1.1602630e-06	5.5909303e-05	N/A
0.000880641    	N/A	1.7174514e-05	3.7969173e-05	1.7258545e-05	1.1591173e-06	5.5851412e-05	N/A
0.000880677    	N/A	1.7174477e-05	3.7975576e-05	1.7258986e-05	1.1588402e-06	5.5871756e-05	N/A
0.000880714    	N/A	1.7172424e-05	3.7980966e-05	1.7257462e-05	1.1600825e-06	5.5668538e-05	N/A
0.000880751    	N/A	1.7169499e-05	3.7985310e-05	1.7256406e-05	1.1602807e-06	5.5689182e-05	N/A
0.000880787    	N/A	1.7170855e-05	3.7991152e-05	1.7255664e-05	1.1607071e-06	5.5859135e-05	N/A
0.000880824    	N/A	1.7170159e-05	3.7999505e-05	1.7257893e-05	1.1608871e-06	5.5928276e-05	N/A
0.000880861    	N/A	1.7168176e-05	3.8005422e-05	1.7257543e-05	1.1615458e-06	5.6228743e-05	N/A
0.000880897    	N/A	1.7167468e-05	3.8011548e-05	1.7255039e-05	1.1604053e-06	5.5941809e-05	N/A
0.000880934    	N/A	1.7167997e-05	3.8018816e-05	1.7253513e-05	1.1608540e-06	5.5846825e-05	N/A
0.000880971    	N/A	1.7168882e-05	3.8024293e-05	1.7252818e-05	1.1634366e-06	5.6581029e-05	N/A
0.000881008    	N/A	1.7167152e-05	3.8029370e-05	1.7251015e-05	1.1618251e-06	5.6049014e-05	N/A
0.000881044    	N/A	1.7164365e-05	3.8031711e-05	1.7249282e-05	1.1618245e-06	5.5982039e-05	N/A
0.000881081    	N/A	1.7165027e-05	3.8040163e-05	1.7252570e-05	1.1622046e-06	5.5917936e-05	N/A
0.000881118    	N/A	1.7163631e-05	3.8047052e-05	1.7253446e-05	1.1622450e-06	5.5783364e-05	N/A
0.000881154    	N/A	1.7161300e-05	3.8052924e-05	1.7252832e-05	1.1615433e-06	5.5867422e-05	N/A
0.000881191    	N/A	1.7158964e-05	3.8057687e-05	1.7253172e-05	1.1614799e-06	5.5670080e-05	N/A
0.000881228    	N/A	1.7158003e-05	3.8060418e-05	1.7251407e-05	1.1618999e-06	5.5585967e-05	N/A
0.000881264    	N/A	1.7159214e-05	3.8065752e-05	1.7253525e-05	1.1626594e-06	5.6015492e-05	N/A
0.000881301    	N/A	1.7157339e-05	3.8069985e-05	1.7252173e-05	1.1622738e-06	5.5899099e-05	N/A
0.000881338    	N/A	1.7158667e-05	3.8077105e-05	1.7253561e-05	1.1631280e-06	5.5919975e-05	N/A
0.000881375    	N/A	1.7155771e-05	3.8079760e-05	1.7252636e-05	1.1635140e-06	5.5793511e-05	N/A
0.000881411    	N/A	1.7154477e-05	3.8085447e-05	1.7253320e-05	1.1647411e-06	5.6221754e-05	N/A
0.000881448    	N/A	1.7156104e-05	3.8089261e-05	1.7254283e-05	1.1645496e-06	5.5947782e-05	N/A
0.000881485    	N/A	1.7155352e-05	3.8091042e-05	1.7254478e-05	1.1642316e-06	5.5851245e-05	N/A
0.000881521    	N/A	1.7153618e-05	3.8091109e-05	1.7255483e-05	1.1636066e-06	5.5762467e-05	N/A
0.000881558    	N/A	1.7153078e-05	3.8092777e-05	1.7252717e-05	1.1628464e-06	5.5783921e-05	N/A
0.000881595    	N/A	1.7152637e-05	3.8094741e-05	1.7252557e-05	1.1623481e-06	5.5635439e-05	N/A
0.000881632    	N/A	1.7152052e-05	3.8098456e-05	1.7253777e-05	1.1630757e-06	5.6588597e-05	N/A
0.000881668    	N/A	1.7152293e-05	3.8101247e-05	1.7255055e-05	1.1636922e-06	5.6186675e-05	N/A
0.000881705    	N/A	1.7151088e-05	3.8100770e-05	1.7255130e-05	1.1623225e-06	5.5961642e-05	N/A
0.000881742    	N/A	1.7151144e-05	3.8101454e-05	1.7254493e-05	1.1614811e-06	5.5834948e-05	N/A
0.000881778    	N/A	1.7149374e-05	3.8102159e-05	1.7255425e-05	1.1608750e-06	5.5616748e-05	N/A
0.000881815    	N/A	1.7150915e-05	3.8102235e-05	1.7255709e-05	1.1611696e-06	5.5667586e-05	N/A
0.000881852    	N/A	1.7152335e-05	3.8105262e-05	1.7256310e-05	1.1609659e-06	5.5685984e-05	N/A
0.000881888    	N/A	1.7153245e-05	3.8105722e-05	1.7257429e-05	1.1615526e-06	5.5670847e-05	N/A
0.000881925    	N/A	1.7153508e-05	3.8105674e-05	1.7260968e-05	1.1626541e-06	5.6144832e-05	N/A
0.000881962    	N/A	1.7154773e-05	3.8110507e-05	1.7262509e-05	1.1624066e-06	5.6009253e-05	N/A
0.000881999    	N/A	1.7154811e-05	3.8115102e-05	1.7261366e-05	1.1634472e-06	5.5936773e-05	N/A
0.000882035    	N/A	1.7155415e-05	3.8112812e-05	1.7262634e-05	1.1624226e-06	5.5838094e-05	N/A
0.000882072    	N/A	1.7154754e-05	3.8105202e-05	1.7261637e-05	1.1629196e-06	5.6010495e-05	N/A
