# Region type : patch inlet
# Faces  :     7870
# Area   :     7.0477774e-05
# Time         	average(U)	average(p)	average(T)	average(rho)
6.5997e-05     	(1.1279571e+02 -1.3347229e-01 -9.7090289e+01)	1.6761405e+05	2.7940360e+02	2.0832989e+00
6.6459e-05     	(1.1236013e+02 -7.7585921e-02 -9.6792244e+01)	1.6783002e+05	2.7950869e+02	2.0852326e+00
6.69191e-05    	(1.1190025e+02 -2.0721500e-02 -9.6477942e+01)	1.6805676e+05	2.7961894e+02	2.0872623e+00
6.73783e-05    	(1.1142621e+02 3.6554114e-02 -9.6157764e+01)	1.6828789e+05	2.7973113e+02	2.0893298e+00
6.78374e-05    	(1.1093727e+02 9.2552346e-02 -9.5828673e+01)	1.6852443e+05	2.7984577e+02	2.0914444e+00
6.82972e-05    	(1.1042969e+02 1.4707608e-01 -9.5488414e+01)	1.6876797e+05	2.7996356e+02	2.0936197e+00
6.87583e-05    	(1.0992284e+02 2.0063293e-01 -9.5155211e+01)	1.6900741e+05	2.8007898e+02	2.0957556e+00
6.92211e-05    	(1.0940218e+02 2.5130348e-01 -9.4813136e+01)	1.6925141e+05	2.8019625e+02	2.0979297e+00
6.96856e-05    	(1.0889201e+02 2.9945680e-01 -9.4484494e+01)	1.6948598e+05	2.8030842e+02	2.1000155e+00
7.01513e-05    	(1.0838741e+02 3.4456984e-01 -9.4160248e+01)	1.6971469e+05	2.8041711e+02	2.1020444e+00
7.06181e-05    	(1.0791493e+02 3.8779895e-01 -9.3862978e+01)	1.6992332e+05	2.8051546e+02	2.1038891e+00
7.10858e-05    	(1.0745798e+02 4.2872911e-01 -9.3574265e+01)	1.7012197e+05	2.8060851e+02	2.1056412e+00
7.15539e-05    	(1.0704254e+02 4.6823735e-01 -9.3319156e+01)	1.7029593e+05	2.8068903e+02	2.1071685e+00
7.20226e-05    	(1.0665395e+02 5.0658351e-01 -9.3082299e+01)	1.7045439e+05	2.8076178e+02	2.1085551e+00
7.24918e-05    	(1.0628718e+02 5.4382833e-01 -9.2860425e+01)	1.7059988e+05	2.8082797e+02	2.1098238e+00
7.29617e-05    	(1.0595046e+02 5.8122226e-01 -9.2663217e+01)	1.7072704e+05	2.8088494e+02	2.1109261e+00
7.34318e-05    	(1.0561438e+02 6.1815157e-01 -9.2461672e+01)	1.7085293e+05	2.8094116e+02	2.1120160e+00
7.39023e-05    	(1.0530287e+02 6.5485245e-01 -9.2280341e+01)	1.7096366e+05	2.8098978e+02	2.1129685e+00
7.43731e-05    	(1.0498809e+02 6.9089108e-01 -9.2091771e+01)	1.7107564e+05	2.8103896e+02	2.1139317e+00
7.48438e-05    	(1.0468655e+02 7.2631944e-01 -9.1912290e+01)	1.7117943e+05	2.8108398e+02	2.1148203e+00
7.53144e-05    	(1.0438114e+02 7.6055288e-01 -9.1724740e+01)	1.7128561e+05	2.8113018e+02	2.1157304e+00
7.57848e-05    	(1.0408099e+02 7.9302784e-01 -9.1537036e+01)	1.7138992e+05	2.8117548e+02	2.1166239e+00
7.62549e-05    	(1.0377765e+02 8.2429583e-01 -9.1341052e+01)	1.7149703e+05	2.8122211e+02	2.1175422e+00
7.67244e-05    	(1.0347355e+02 8.5391472e-01 -9.1138079e+01)	1.7160686e+05	2.8127016e+02	2.1184855e+00
7.71934e-05    	(1.0315878e+02 8.8269386e-01 -9.0918205e+01)	1.7172495e+05	2.8132229e+02	2.1195033e+00
7.76619e-05    	(1.0283654e+02 9.1020938e-01 -9.0683509e+01)	1.7185006e+05	2.8137788e+02	2.1205844e+00
7.81299e-05    	(1.0249798e+02 9.3787544e-01 -9.0425724e+01)	1.7198697e+05	2.8143928e+02	2.1217716e+00
7.8597e-05     	(1.0214004e+02 9.6686040e-01 -9.0140642e+01)	1.7213754e+05	2.8150735e+02	2.1230813e+00
7.9063e-05     	(1.0175147e+02 9.9682297e-01 -8.9818529e+01)	1.7230718e+05	2.8158467e+02	2.1245616e+00
7.95277e-05    	(1.0133359e+02 1.0286673e+00 -8.9460356e+01)	1.7249472e+05	2.8167066e+02	2.1262018e+00
7.99912e-05    	(1.0087506e+02 1.0631148e+00 -8.9053880e+01)	1.7270652e+05	2.8176846e+02	2.1280593e+00
8.04544e-05    	(1.0037682e+02 1.1005721e+00 -8.8602831e+01)	1.7294037e+05	2.8187688e+02	2.1301134e+00
8.09181e-05    	(9.9835507e+01 1.1401850e+00 -8.8104498e+01)	1.7319788e+05	2.8199676e+02	2.1323789e+00
8.13829e-05    	(9.9248695e+01 1.1820159e+00 -8.7557749e+01)	1.7347956e+05	2.8212830e+02	2.1348601e+00
8.1849e-05     	(9.8619790e+01 1.2253182e+00 -8.6965370e+01)	1.7378368e+05	2.8227071e+02	2.1375419e+00
8.23163e-05    	(9.7944894e+01 1.2688564e+00 -8.6327621e+01)	1.7411128e+05	2.8242451e+02	2.1404336e+00
8.27849e-05    	(9.7229247e+01 1.3124299e+00 -8.5649376e+01)	1.7445915e+05	2.8258804e+02	2.1435058e+00
