# Field minima and maxima
# Time         	field          	min            	location(min)  	processor      	max            	location(max)  	processor      
5.45055e-05    	gradP          	8.0524688e-02	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.5741970e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.47741e-05    	gradP          	1.0159062e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.5796671e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.50427e-05    	gradP          	1.2745174e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.5847453e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.53112e-05    	gradP          	1.5842753e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.5893819e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.55798e-05    	gradP          	1.9546485e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.5935009e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.58484e-05    	gradP          	1.2135140e-01	(5.8846417e-03 3.0000000e-03 -4.7908917e-03)	7	1.5970470e+09	(-1.3092770e-02 5.7832675e-03 5.3331325e-03)	3
5.59184e-05    	gradP          	2.5227073e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	3.4324437e+09	(-7.2217091e-03 7.4390337e-03 5.7463575e-04)	2
5.59884e-05    	gradP          	2.6444382e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	8.4294114e+09	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.60585e-05    	gradP          	1.8935735e-01	(1.8306687e-03 3.1201031e-03 -1.2870282e-02)	5	8.5392726e+09	(-7.2217091e-03 7.4390337e-03 5.7463575e-04)	2
5.61286e-05    	gradP          	2.9130371e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	7.7643012e+09	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.61988e-05    	gradP          	2.3877178e-01	(6.2661655e-03 7.4334310e-03 -3.6462425e-03)	7	1.4758046e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.62689e-05    	gradP          	1.8077493e-01	(5.4306555e-03 3.0000000e-03 -5.1181555e-03)	7	1.5627983e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.63391e-05    	gradP          	1.3569838e-01	(6.2661655e-03 7.1196290e-03 -3.6462425e-03)	7	1.5885516e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.64093e-05    	gradP          	1.8368646e-01	(8.6718750e-03 7.7500000e-03 -3.9843750e-03)	7	1.6940122e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.64794e-05    	gradP          	3.6879608e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.2234367e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.65496e-05    	gradP          	3.3584094e-01	(4.1406250e-03 3.0000000e-03 -8.9843750e-03)	7	8.9377640e+09	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.66197e-05    	gradP          	4.0382564e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	7.3437053e+09	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.66899e-05    	gradP          	4.2223136e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	5.3152482e+09	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.67601e-05    	gradP          	4.4124630e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	4.4199149e+09	(-7.2217091e-03 7.4390337e-03 5.7463575e-04)	2
5.68303e-05    	gradP          	4.6086800e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	4.9799189e+09	(-7.2217091e-03 7.4390337e-03 5.7463575e-04)	2
5.69004e-05    	gradP          	4.4871537e-01	(1.2887509e-02 3.0430478e-03 -1.4482501e-03)	6	8.2305290e+09	(-7.2217091e-03 7.4390337e-03 5.7463575e-04)	2
5.69706e-05    	gradP          	3.7280476e-01	(6.4502355e-03 7.7500000e-03 -3.7144932e-03)	7	1.0994869e+10	(-7.2217091e-03 7.4390337e-03 5.7463575e-04)	2
5.70408e-05    	gradP          	2.3771422e-01	(6.0156250e-03 7.7500000e-03 -9.7656250e-03)	7	8.1116050e+09	(-7.2217091e-03 7.4390337e-03 5.7463575e-04)	2
5.71109e-05    	gradP          	5.4479689e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	6.4056177e+09	(-7.2217091e-03 7.4390337e-03 5.7463575e-04)	2
5.71811e-05    	gradP          	3.1305506e-01	(1.1511037e-02 7.5422849e-03 -6.0399262e-03)	7	7.0575137e+09	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.72512e-05    	gradP          	5.8572376e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.4786888e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.73214e-05    	gradP          	6.0433960e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.4126452e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.73916e-05    	gradP          	6.2337783e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.3174971e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.74617e-05    	gradP          	6.1339672e-01	(4.7230824e-03 7.5875374e-03 -5.5823547e-03)	7	1.5900634e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.75319e-05    	gradP          	4.2186080e-01	(6.1485615e-03 7.5118815e-03 -3.8412115e-03)	7	1.5326888e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.76021e-05    	gradP          	3.4661832e-01	(4.4710510e-03 7.3934306e-03 -1.2206631e-02)	7	1.5226292e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.76722e-05    	gradP          	6.2558283e-01	(6.6332869e-03 7.2577011e-03 -7.7352546e-03)	7	1.3608723e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.77424e-05    	gradP          	7.3453336e-01	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.1264004e+10	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.78126e-05    	gradP          	6.6309575e-01	(4.8009300e-03 7.0804035e-03 -1.2080645e-02)	7	9.0306305e+09	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.78827e-05    	gradP          	5.6056512e-01	(1.1144694e-02 7.7500000e-03 -6.4713427e-03)	7	7.0720405e+09	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.79529e-05    	gradP          	5.9633713e-01	(6.7032090e-03 7.2765300e-03 -2.7616615e-03)	7	6.0442257e+09	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.8023e-05     	gradP          	3.7877758e-01	(6.7032093e-03 7.1980795e-03 -2.7616615e-03)	7	6.6077786e+09	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.80932e-05    	gradP          	7.8932874e-01	(4.8105519e-03 7.7500000e-03 -5.5153284e-03)	7	8.9706642e+09	(-7.2217091e-03 7.4390337e-03 5.7463575e-04)	2
5.81634e-05    	gradP          	3.9025397e-01	(9.1406250e-03 7.7500000e-03 -2.8906250e-03)	6	1.1839843e+10	(-7.2217091e-03 7.4390337e-03 5.7463575e-04)	2
5.82335e-05    	gradP          	3.2580855e-01	(6.2922287e-03 7.7500000e-03 -3.8690766e-03)	7	8.8499974e+09	(-7.2190198e-03 7.4575484e-03 5.7136434e-04)	2
5.83037e-05    	gradP          	4.3792818e-01	(4.8191086e-03 7.7487970e-03 -5.4554631e-03)	7	9.9865202e+09	(-7.2217091e-03 7.4390337e-03 5.7463575e-04)	2
5.83738e-05    	gradP          	4.8506838e-01	(4.8191086e-03 7.7487970e-03 -5.4554631e-03)	7	7.8035740e+09	(-7.2217091e-03 7.4390337e-03 5.7463575e-04)	2
